0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12&26&15,0,13,13,13,0,13,0,13,0,0,13,0,13,0,13,13,13,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12&26&16,0,1,2,13,12&39&5,13,12&36&5,13,0,0,13,12&31&5,13,12&29&5,13,2,2,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12&26&17,0,1,2,13,13,13,13,13,0,0,13,13,13,13,13,2,2,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12&26&18,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12&26&19,0,1,2,2,12&28&28,0,12&30&28,12&31&28,12&32&28,12&33&28,12&34&28,12&35&28,0,12&37&28,2,2,2,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12&26&20,0,1,2,2,12&28&29,0,0,0,0,0,0,0,0,12&37&29,2,2,2,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,12&26&21,0,1,2,2,12&28&30,12&29&30,12&30&30,12&31&30,12&32&30,12&33&30,12&34&30,12&35&30,12&36&30,12&37&30,2,2,2,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,12&26&22,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,2,12&26&23,0,1,0,12&24&5,2,4,4,4,4,4,4,4,4,4,4,4,2,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,12&24&6,2,4,0,0,0,1,1,1,0,1,1,1,2,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,12&24&7,2,4,0,0,0,0,0,1,0,0,0,16,2,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12&24&8,2,4,1,15,15,0,0,1,0,0,0,16,2,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12&24&9,2,4,1,0,0,0,0,0,0,0,0,0,12&23&26,
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,12&24&10,2,4,1,0,0,0,0,0,0,1,0,0,12&23&27,
0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,1,0,12&24&11,2,4,0,0,0,1,0,0,0,1,0,0,2,
0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,0,0,0,0,0,1,0,12&24&12,2,4,0,0,0,1,0,0,0,1,1,1,2,
0,0,0,0,0,0,0,0,0,0,1,4,4,4,0,0,0,1,1,1,1,1,1,1,1,0,12&24&13,2,4,0,0,0,1,17,17,0,0,0,0,2,
0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,4,4,1,4,4,4,4,4,1,0,12&24&14,2,4,4,4,4,4,4,4,4,4,4,4,2,
0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,4,4,1,4,4,4,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
0,0,0,0,0,0,0,0,0,0,1,4,4,4,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,
0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,7,0,0,0,0,0,12&39&18,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,
0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,7,0,0,0,0,0,12&39&19,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,19,19,1,1,0,1,2,2,2,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,2,2,2,1,0,0,0,0,0,0,0,0,1,2,2,2,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,
2-1-4-1-0-1-1-3

