0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0,0,0,2,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,2,
0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0,0,0,2,0,0,0,0,0,0,0,4,4,0,0,0,0,25,0,0,0,0,0,2,
0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0,0,0,2,0,26,23,25,0,0,23,0,0,0,0,0,0,0,0,0,0,0,7,2,
0,5,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0,0,0,0,19,19,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,21,2,
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,2,
2,2,2,2,2,4,10,10,10,10,10,4,3,3,3,3,3,3,4,2,2,2,2,0,25,0,2,4,4,0,0,0,0,25,0,0,0,0,0,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,14,0,2,0,0,0,2,4,4,0,0,0,0,22,0,0,22,0,0,2,
2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,9,0,2,0,0,0,0,0,0,0,0,13,13,13,13,13,13,13,13,2,
2,0,0,25,0,0,0,0,1,0,25,25,25,0,2,0,0,0,0,1,9,0,2,17,13,3,3,3,3,3,0,2,4,4,4,4,4,4,2,2,
2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,15,4,18,18,18,18,18,0,2,
2,0,1,1,1,0,0,0,1,0,1,2,2,0,2,0,1,0,0,1,9,0,4,4,4,4,4,4,4,2,2,2,4,18,18,18,18,18,0,2,
2,0,0,0,1,0,0,0,1,0,1,2,2,0,2,0,1,0,0,1,4,0,2,2,2,2,2,2,2,2,2,2,4,18,18,18,18,18,0,2,
2,2,2,0,1,0,0,0,1,0,1,1,2,0,2,0,1,0,0,1,4,0,2,4,12&28&13,0,1,0,0,0,0,0,4,18,18,18,4,4,0,2,
2,2,2,0,1,0,0,0,1,0,1,1,2,0,2,0,1,0,0,1,4,0,2,4,12&28&14,0,1,0,0,25,0,0,4,18,18,18,18,4,0,2,
2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,2,4,12&28&15,0,1,0,12&26&15,2,2,0,4,18,4,18,18,4,0,2,
2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,12&28&16,0,1,0,12&26&16,4,2,0,4,18,18,18,18,4,0,2,
2,2,2,0,2,11,11,11,11,11,11,11,2,2,2,2,2,2,2,2,2,2,2,4,12&28&17,0,1,0,12&26&17,4,2,0,4,18,18,18,18,4,0,2,
2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,12&28&18,0,1,0,12&26&18,4,2,0,4,18,18,4,18,4,0,2,
2,2,2,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,12&28&19,0,1,0,12&26&19,4,2,0,4,18,18,18,18,4,0,2,
2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,12&28&20,0,1,0,12&26&20,4,2,0,4,4,18,18,18,4,0,2,
2,26,26,0,26,24&3&22,26,0,0,0,26,26,0,0,0,26,26,0,0,4,2,0,0,0,0,0,1,0,12&26&21,4,2,18,18,18,18,18,18,4,0,2,
2,25,23,26,26,24&3&22,26,0,0,26,25,23,26,0,26,24&11&23,24&11&23,26,0,4,2,0,7,0,0,0,1,0,12&26&22,4,2,18,18,18,18,18,18,4,0,2,
2,0,2,2,2,2,2,2,2,2,0,2,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,25,2,
2,2,2,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,7,2,
4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2,
4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,25,0,4,0,0,25,0,0,0,0,0,2,0,0,0,0,0,0,0,2,
4,2,4,0,6,0,0,25,0,0,0,0,25,0,4,0,25,0,0,0,0,0,0,0,0,0,0,0,2,2,19,2,0,15,0,0,26,26,0,2,
4,2,4,26,26,26,26,26,26,4,4,26,26,26,4,26,26,26,26,26,4,26,26,26,26,4,26,26,2,4,0,2,0,0,0,26,25,23,26,2,
4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24&37&29,2,4,0,0,0,0,2,2,0,2,2,2,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,
2-1-4-1-0-1-1-3

